scenario,controller,seed,cum_idle,cum_co2,bus_pct,switches,n_ticks
4,Rule-Based,1,82185.000,31549307.367,87.5421,123,364
4,Rule-Based,2,39800.000,30121266.634,86.3014,131,364
4,Rule-Based,3,38893.000,30908252.203,86.9863,127,364
4,Rule-Based,4,80448.000,31394214.732,84.3333,128,364
4,Rule-Based,5,80627.000,31551068.806,87.8788,127,364
4,Rule-Based,6,82609.000,31367580.021,86.7347,125,364
4,Rule-Based,7,88348.000,32909938.628,85.8586,123,364
4,Rule-Based,8,85806.000,31732958.954,87.5421,127,364
4,Rule-Based,9,40032.000,30794559.500,88.4746,127,364
4,Rule-Based,10,81832.000,31894526.162,87.6254,127,364
4,Rule-Based,11,87246.000,32942157.940,87.0748,121,364
4,Rule-Based,12,97475.000,32065758.053,85.0340,125,364
4,Rule-Based,13,39112.000,30386893.752,87.8788,127,364
4,Rule-Based,14,48005.000,30831746.127,87.4576,127,364
4,Rule-Based,15,43937.000,30623297.016,86.3014,125,364
4,Rule-Based,16,31158.000,29409001.392,86.4407,129,364
4,Rule-Based,17,87799.000,33012621.220,86.3481,125,364
4,Rule-Based,18,40936.000,29936340.233,87.7551,129,364
4,Rule-Based,19,77886.000,31288230.122,87.1528,127,364
4,Rule-Based,20,72555.000,30920486.267,87.9310,129,364
4,Rule-Based,21,98132.000,32854619.328,86.6438,127,364
4,Rule-Based,22,80713.000,31288979.725,87.0748,127,364
4,Rule-Based,23,88782.000,31990579.260,88.4106,127,364
4,Rule-Based,24,77559.000,30878031.106,84.9829,130,364
4,Rule-Based,25,74413.000,31927189.455,86.5320,125,364
4,Rule-Based,26,83047.000,31915573.673,86.0000,123,364
4,Rule-Based,27,89923.000,32561933.198,88.0952,125,364
4,Rule-Based,28,41323.000,29727195.811,87.7966,129,365
4,Rule-Based,29,86367.000,31974118.662,88.3162,125,364
4,Rule-Based,30,81860.000,31377773.364,84.9829,123,364
4,Rule-Based,31,108032.000,32328368.120,85.5219,123,364
4,Rule-Based,32,83003.000,32042680.492,86.9863,123,364
4,Rule-Based,33,44397.000,31374501.839,87.7133,129,364
4,Rule-Based,34,32880.000,29792555.592,86.8687,131,364
4,Rule-Based,35,41258.000,30285532.119,87.4150,129,364
4,Rule-Based,36,103691.000,32436614.785,86.1017,121,364
4,Rule-Based,37,39891.000,30925487.938,87.8378,129,364
4,Rule-Based,38,86221.000,32537314.270,85.3741,125,364
4,Rule-Based,39,92027.000,33422741.538,84.6667,123,364
4,Rule-Based,40,97135.000,32400987.199,84.9315,127,364
4,Rule-Based,41,97180.000,31561391.874,84.4068,125,364
4,Rule-Based,42,87242.000,32354270.941,86.7797,121,364
4,Rule-Based,43,89330.000,32240895.893,85.8621,131,364
4,Rule-Based,44,87292.000,32409866.794,86.1017,127,364
4,Rule-Based,45,91714.000,32852389.672,89.3836,123,364
4,Rule-Based,46,79580.000,31603653.763,88.8514,129,364
4,Rule-Based,47,45888.000,30403287.808,85.0847,129,364
4,Rule-Based,48,44990.000,31321918.471,88.3959,125,364
4,Rule-Based,49,56061.000,31269776.781,86.8687,127,364
4,Rule-Based,50,87875.000,32351096.131,86.1017,121,364
4,Rule-Based,51,94127.000,33245489.801,85.4730,123,364
4,Rule-Based,52,48410.000,30363551.827,88.4746,131,364
4,Rule-Based,53,45959.000,30975946.019,86.2416,129,364
4,Rule-Based,54,41450.000,29741885.114,87.8788,131,364
4,Rule-Based,55,76720.000,31855769.625,88.4354,127,364
4,Rule-Based,56,33709.000,29146926.559,87.8472,131,364
4,Rule-Based,57,75788.000,31618521.197,88.3162,129,364
4,Rule-Based,58,75629.000,31302622.215,86.6894,127,364
4,Rule-Based,59,56660.000,31161549.855,87.1528,125,364
4,Rule-Based,60,102952.000,32180356.703,87.8378,123,364
4,Rule-Based,61,91678.000,31983070.317,85.8108,121,364
4,Rule-Based,62,40402.000,30347274.991,86.9416,129,364
4,Rule-Based,63,97812.000,33071062.628,83.2765,119,364
4,Rule-Based,64,83957.000,31886454.289,83.9041,125,364
4,Rule-Based,65,91355.000,30986522.510,84.9498,129,364
4,Rule-Based,66,98960.000,32790855.141,87.3288,125,364
4,Rule-Based,67,104397.000,31855931.287,86.7797,123,364
4,Rule-Based,68,69491.000,31562947.548,87.2852,129,364
4,Rule-Based,69,81150.000,32513056.327,86.6894,121,364
4,Rule-Based,70,47992.000,30401191.280,86.6438,129,364
4,Rule-Based,71,86044.000,32428279.210,87.3288,125,364
4,Rule-Based,72,57278.000,31051963.496,86.4407,127,364
4,Rule-Based,73,45625.000,30461651.374,89.3471,131,364
4,Rule-Based,74,88276.000,31938971.569,87.9310,125,364
4,Rule-Based,75,36107.000,30031773.676,88.8514,135,364
4,Rule-Based,76,83873.000,32115963.278,87.4150,121,364
4,Rule-Based,77,86191.000,32101050.275,87.0175,125,364
4,Rule-Based,78,85243.000,31475218.807,88.1356,127,364
4,Rule-Based,79,81134.000,31419521.110,88.0952,125,364
4,Rule-Based,80,42313.000,29693249.066,88.6288,127,364
4,Rule-Based,81,97222.000,32972521.383,89.3471,125,364
4,Rule-Based,82,39318.000,30484661.750,87.0748,127,364
4,Rule-Based,83,82767.000,31615385.509,87.3288,129,364
4,Rule-Based,84,48964.000,31175881.860,86.4407,129,364
4,Rule-Based,85,88051.000,32924155.957,86.9128,125,364
4,Rule-Based,86,55640.000,31362834.748,87.1080,127,364
