scenario,controller,seed,ttime,North_CO2,East_CO2,vehicles_NS,vehicles_EW,observed_NS,observed_EW,bus_count_NS,bus_count_EW,phase,idle_time_NS,idle_time_EW
3,Active Inference,1,740.0,0.0,8991.669282551002,1,4,1,4,0,0,0,0.0,0.0
3,Active Inference,1,750.0,7380.555555555556,5229.101244049811,1,4,1,4,0,0,2,0.0,3.0
3,Active Inference,1,760.0,33917.49040918487,16504.373167445636,3,2,0,2,0,0,0,0.0,0.0
3,Active Inference,1,770.0,28083.06755761533,14740.04710364303,4,4,3,4,0,0,2,0.0,0.0
3,Active Inference,1,780.0,12442.144965515308,22799.7843038845,4,3,3,2,0,1,0,6.0,0.0
3,Active Inference,1,790.0,16846.79687090694,20751.57563422316,1,5,1,4,1,1,2,0.0,13.0
3,Active Inference,1,800.0,13390.981481194394,8609.278115957633,2,2,2,2,1,0,0,0.0,0.0
3,Active Inference,1,810.0,2870.163010380073,34972.681716342864,1,5,1,4,0,0,2,0.0,0.0
3,Active Inference,1,820.0,15085.96607508232,34242.974772367714,3,4,3,3,0,1,0,2.0,0.0
3,Active Inference,1,830.0,18019.64215405456,32599.56135656339,4,6,4,6,1,1,2,0.0,4.0
3,Active Inference,1,840.0,18258.43533747305,25335.89557289352,4,4,2,4,1,0,0,10.0,0.0
3,Active Inference,1,850.0,5022.771973834342,2618.0052433700334,1,4,1,4,0,0,2,0.0,1.0
3,Active Inference,1,860.0,0.0,5249.444444444444,1,2,1,2,0,0,0,0.0,0.0
3,Active Inference,1,870.0,7989.594881508112,12437.606072899236,3,4,3,4,0,0,2,0.0,0.0
3,Active Inference,1,880.0,3366.2228616473944,0.0,3,0,3,0,0,0,0,0.0,0.0
3,Active Inference,1,890.0,0.0,64869.51703547817,0,5,0,5,0,2,2,0.0,0.0
3,Active Inference,1,900.0,5626.603220797245,72641.88223494645,1,7,1,7,0,2,2,0.0,0.0
3,Active Inference,1,910.0,0.0,20265.087858552622,1,5,1,5,0,1,2,0.0,0.0
3,Active Inference,1,920.0,16713.247059529673,0.0,3,2,3,2,1,0,0,6.0,0.0
3,Active Inference,1,930.0,11454.969623529105,31876.202464254617,4,5,4,5,1,1,0,0.0,0.0
3,Active Inference,1,940.0,30757.839017418897,61021.65552475427,3,8,3,4,1,2,2,0.0,20.0
3,Active Inference,1,950.0,17065.5539781742,5249.444444444444,4,4,1,3,1,1,0,17.0,0.0
3,Active Inference,1,960.0,10596.003458556748,35097.08730173417,2,7,2,5,1,2,2,0.0,15.0
3,Active Inference,1,970.0,49011.14098060449,33234.93814382827,4,3,3,1,1,1,2,0.0,0.0
3,Active Inference,1,980.0,14083.20772689054,33510.80818451796,5,6,5,6,1,2,0,9.0,0.0
3,Active Inference,1,990.0,5442.163242226972,41470.99037682603,1,8,1,7,0,2,2,0.0,7.0
3,Active Inference,1,1000.0,32936.22479342863,53685.11755539714,4,7,3,7,2,3,2,8.0,0.0
3,Active Inference,1,1010.0,56149.81375624313,61312.86955211147,6,6,5,2,2,2,0,18.0,0.0
3,Active Inference,1,1020.0,10652.088054425321,55041.53224644638,4,11,4,6,1,3,0,0.0,6.0
3,Active Inference,1,1030.0,22139.674967100735,53837.46662423928,2,12,2,8,0,3,2,0.0,54.0
3,Active Inference,1,1040.0,52348.83493389569,67628.07231488577,7,7,7,7,1,1,2,6.0,0.0
3,Active Inference,1,1050.0,59009.72869159475,34609.49843390727,8,9,6,7,1,1,0,17.0,0.0
3,Active Inference,1,1060.0,17062.98244376115,40446.95017093053,2,12,2,10,1,2,2,0.0,29.0
3,Active Inference,1,1070.0,34912.67342824046,84567.87685329124,6,7,5,7,2,2,0,9.0,0.0
3,Active Inference,1,1080.0,21668.135274127417,44055.33429880924,3,10,1,9,1,2,2,0.0,2.0
3,Active Inference,1,1090.0,23563.925936354302,51195.83656938336,5,7,5,7,1,0,2,8.0,0.0
3,Active Inference,1,1100.0,34534.28549682787,79831.20220851926,7,8,6,7,2,0,2,31.0,0.0
3,Active Inference,1,1110.0,55678.37002673293,80934.81101621636,11,10,10,8,2,1,2,75.0,0.0
3,Active Inference,1,1120.0,30738.11364029134,31715.763197695676,12,9,10,8,2,1,0,136.0,0.0
3,Active Inference,1,1130.0,21206.81512910266,62352.25673083272,5,16,5,14,0,1,0,0.0,31.0
3,Active Inference,1,1140.0,21581.29717753391,83167.95023068176,5,21,3,13,0,2,2,0.0,110.0
3,Active Inference,1,1150.0,71822.27778927133,80250.59910820574,9,12,7,9,1,3,0,12.0,0.0
3,Active Inference,1,1160.0,44999.66976073325,59045.757672854365,7,16,7,14,1,3,2,0.0,12.0
3,Active Inference,1,1170.0,15155.189513065972,35688.75421367944,8,10,5,9,1,0,2,12.0,0.0
3,Active Inference,1,1180.0,37497.501930147875,45471.84835081159,11,8,9,8,1,0,0,53.0,0.0
3,Active Inference,1,1190.0,20879.69419883324,47520.41514376107,6,15,6,11,0,1,2,0.0,13.0
3,Active Inference,1,1200.0,51213.04910021076,60966.591239411566,10,11,6,11,1,1,0,14.0,0.0
3,Active Inference,1,1210.0,77882.07508430212,114621.40159323181,8,19,8,14,2,3,2,0.0,14.0
3,Active Inference,1,1220.0,56974.61124082457,96144.16462502908,12,16,7,15,3,3,0,2.0,0.0
3,Active Inference,1,1230.0,79569.29801949732,99727.62089567838,9,22,8,15,1,4,2,0.0,26.0
3,Active Inference,1,1240.0,82365.81576359674,77488.19772230479,12,16,7,14,2,2,0,13.0,0.0
3,Active Inference,1,1250.0,71637.2495389381,76862.71244234529,10,21,7,17,2,2,0,0.0,28.0
3,Active Inference,1,1260.0,57340.675732391945,113682.51679243743,6,29,3,25,1,4,0,0.0,139.0
3,Active Inference,1,1270.0,77391.80293419884,153821.97949227208,10,34,8,30,2,4,2,0.0,334.0
3,Active Inference,1,1280.0,48935.68038443737,136316.07274306912,12,27,8,19,2,3,2,16.0,0.0
3,Active Inference,1,1290.0,87969.48617757887,70931.01593082007,16,17,10,13,2,1,0,77.0,0.0
3,Active Inference,1,1300.0,39434.828098283026,102377.08812294107,9,23,8,16,0,2,2,0.0,61.0
3,Active Inference,1,1310.0,36833.262410989824,110995.95584037132,10,15,8,11,0,2,0,39.0,0.0
3,Active Inference,1,1320.0,18586.27433872908,78205.1656458162,4,21,4,14,0,2,2,0.0,44.0
3,Active Inference,1,1330.0,10042.60492199831,67092.31209467936,5,12,5,9,0,2,0,3.0,0.0
3,Active Inference,1,1340.0,12072.026268616779,62215.90597874766,5,19,5,15,0,2,2,0.0,35.0
3,Active Inference,1,1350.0,17841.38028970053,26057.229022836455,8,11,8,11,0,0,2,3.0,0.0
3,Active Inference,1,1360.0,68218.29366836134,23692.870345243995,12,8,8,8,1,0,2,35.0,0.0
3,Active Inference,1,1370.0,86580.52133627086,25238.932848660428,15,8,9,8,1,0,0,92.0,0.0
3,Active Inference,1,1380.0,18082.825001904523,48606.67950144362,4,11,4,11,0,0,2,0.0,12.0
3,Active Inference,1,1390.0,38942.560632068315,38520.00818719265,8,8,7,6,1,1,2,16.0,0.0
3,Active Inference,1,1400.0,56404.018773221345,52157.4710386368,10,8,8,7,2,1,0,47.0,0.0
3,Active Inference,1,1410.0,42388.065703939814,91424.631880517,7,14,7,7,3,2,0,0.0,13.0
3,Active Inference,1,1420.0,72776.08839236388,73488.05436576088,6,19,6,12,1,3,2,0.0,67.0
3,Active Inference,1,1430.0,59837.2445151208,42873.77465366177,10,9,4,6,1,2,0,16.0,0.0
3,Active Inference,1,1440.0,14654.896407289645,42907.958924770326,5,12,5,11,0,3,0,0.0,21.0
3,Active Inference,1,1450.0,38221.50538052852,60431.633848354926,4,16,4,14,0,3,2,0.0,98.0
3,Active Inference,1,1460.0,14466.952380285007,46570.93576279407,5,8,5,5,0,1,0,0.0,0.0
3,Active Inference,1,1470.0,58216.85615215537,75827.41699629318,6,13,6,9,2,2,0,0.0,22.0
3,Active Inference,1,1480.0,36044.65320403679,61873.19384155252,5,16,5,12,2,3,2,0.0,84.0
3,Active Inference,1,1490.0,32215.395775211102,86701.94940693483,8,10,8,7,3,2,0,9.0,0.0
3,Active Inference,1,1500.0,50211.51292040343,119445.27539798927,5,15,4,4,2,4,0,0.0,20.0
3,Active Inference,1,1510.0,29810.004553190873,98667.22797964598,5,21,4,10,1,5,2,0.0,81.0
3,Active Inference,1,1520.0,42906.14511288728,47998.44208158599,7,11,6,6,1,2,0,18.0,0.0
3,Active Inference,1,1530.0,30344.112557267297,100731.18721537193,5,16,3,11,0,3,2,0.0,31.0
3,Active Inference,1,1540.0,30471.57764567937,62843.634318760574,8,10,7,7,0,1,0,16.0,0.0
3,Active Inference,1,1550.0,40332.29691698412,63280.460625111715,5,13,3,6,1,1,2,0.0,18.0
3,Active Inference,1,1560.0,41319.38085265248,42267.71996020429,6,7,3,2,1,0,0,5.0,0.0
3,Active Inference,1,1570.0,28971.811632146917,68086.41622408594,5,12,5,10,1,0,2,0.0,20.0
3,Active Inference,1,1580.0,13693.214215136095,18412.591559977292,5,7,2,5,1,0,2,7.0,0.0
3,Active Inference,1,1590.0,29542.106493215353,12809.606767262914,8,6,6,5,1,0,2,41.0,0.0
3,Active Inference,1,1600.0,40950.71223831423,39739.060766059585,10,9,6,5,1,1,0,91.0,0.0
3,Active Inference,1,1610.0,27083.490497371065,32869.30386369597,5,11,4,5,0,1,2,0.0,18.0
3,Active Inference,1,1620.0,11999.850805456881,37887.127325010544,5,6,5,3,0,2,0,6.0,0.0
3,Active Inference,1,1630.0,8629.002350393104,48920.35322932518,2,10,2,8,0,2,2,0.0,1.0
3,Active Inference,1,1640.0,20871.781177910365,47822.36815604415,5,7,5,6,0,0,0,7.0,0.0
3,Active Inference,1,1650.0,21274.85433457397,33853.31847910424,4,9,4,6,1,0,2,0.0,16.0
3,Active Inference,1,1660.0,32256.69183110084,42966.85866064705,7,6,7,1,1,1,2,10.0,0.0
3,Active Inference,1,1670.0,20895.38113762191,34406.80082955241,8,8,8,4,1,1,0,34.0,0.0
3,Active Inference,1,1680.0,46200.61248713195,37862.63014862561,5,12,2,11,1,1,2,0.0,21.0
3,Active Inference,1,1690.0,39008.755065334444,73138.28122393106,7,10,3,5,1,1,0,6.0,0.0
3,Active Inference,1,1700.0,35728.086972422796,65279.15736709076,5,13,4,5,0,2,0,0.0,15.0
3,Active Inference,1,1710.0,31584.838948475583,67056.18276505581,4,18,2,12,0,2,2,0.0,69.0
3,Active Inference,1,1720.0,37728.03864070742,62466.26287132078,7,9,4,6,0,0,2,10.0,0.0
3,Active Inference,1,1730.0,23995.405238799554,32520.547303853826,8,8,5,7,0,0,0,44.0,0.0
3,Active Inference,1,1740.0,37547.97580342511,45366.67872523647,5,11,3,7,0,1,2,0.0,20.0
3,Active Inference,1,1750.0,28746.587461922692,70961.46509995949,6,8,4,6,1,1,0,3.0,0.0
3,Active Inference,1,1760.0,41617.596079843286,73111.29987969481,5,13,4,11,1,1,2,0.0,14.0
3,Active Inference,1,1770.0,28066.30584195962,79848.21431283338,7,10,3,8,1,0,0,0.0,0.0
3,Active Inference,1,1780.0,44041.63587772995,52522.67500466551,5,14,2,9,0,0,2,0.0,26.0
3,Active Inference,1,1790.0,51824.028623702536,38390.85639358528,8,8,6,6,1,0,0,8.0,0.0
3,Active Inference,1,1800.0,40088.313267976424,85632.40687815056,6,13,3,7,1,0,0,0.0,19.0
3,Active Inference,1,1810.0,9539.261794320484,38322.100882441606,3,16,2,11,0,0,2,0.0,79.0
3,Active Inference,1,1820.0,20314.94671049309,24533.871193138577,6,10,5,9,0,0,2,5.0,0.0
3,Active Inference,1,1830.0,42693.70823362599,12903.987725326107,8,6,4,5,0,0,2,35.0,0.0
3,Active Inference,1,1840.0,45287.45177988647,55948.75865750051,11,10,7,3,0,0,0,84.0,0.0
3,Active Inference,1,1850.0,27788.508570227088,99277.04841925247,4,15,1,9,0,1,0,0.0,16.0
3,Active Inference,1,1860.0,46410.889196225224,51922.83144871305,6,19,4,12,0,1,2,0.0,75.0
3,Active Inference,1,1870.0,47815.34343789329,71652.33199535278,8,11,2,6,0,0,0,9.0,0.0
3,Active Inference,1,1880.0,43537.1853591714,75861.47639955266,6,15,2,11,0,0,2,0.0,16.0
3,Active Inference,1,1890.0,42394.71745008438,33573.92899798243,7,11,5,10,0,0,2,9.0,0.0
3,Active Inference,1,1900.0,23334.42678990145,34162.85546298774,10,9,6,6,0,0,0,47.0,0.0
3,Active Inference,1,1910.0,11525.801999589363,35968.32240427118,5,13,4,9,0,0,2,0.0,11.0
3,Active Inference,1,1920.0,24879.737181341574,67602.39909926378,7,10,6,8,1,2,0,11.0,0.0
3,Active Inference,1,1930.0,63708.6211669186,110844.40695512731,6,15,0,9,2,2,2,0.0,7.0
3,Active Inference,1,1940.0,21799.002226906763,87003.88665668931,8,14,5,10,3,2,0,2.0,0.0
3,Active Inference,1,1950.0,52342.847111989984,89924.16195989949,7,19,4,8,1,3,2,0.0,31.0
3,Active Inference,1,1960.0,35698.909495730586,63054.207662529574,8,10,6,5,2,2,0,1.0,0.0
3,Active Inference,1,1970.0,42185.52665460412,76739.45175170703,4,14,3,10,1,2,2,0.0,18.0
3,Active Inference,1,1980.0,14629.648647567054,66687.9059977711,8,12,7,8,1,2,0,0.0,0.0
3,Active Inference,1,1990.0,12852.27175412266,47078.73535561754,4,17,3,11,0,2,2,0.0,36.0
3,Active Inference,1,2000.0,26733.383629838674,34928.55970166246,7,8,7,8,0,0,2,7.0,0.0
3,Active Inference,1,2010.0,59830.074113455834,102880.1628424528,12,12,11,9,1,1,2,37.0,0.0
3,Active Inference,1,2020.0,61991.83580303819,50037.819358629284,13,13,10,13,1,1,0,94.0,0.0
3,Active Inference,1,2030.0,29607.282634851792,54371.740328690095,5,17,5,14,0,2,2,1.0,20.0
3,Active Inference,1,2040.0,36831.25724121827,74631.64424590184,8,11,6,10,1,1,0,3.0,0.0
3,Active Inference,1,2050.0,38677.44298224355,85066.65546489558,8,19,6,11,2,3,2,0.0,20.0
3,Active Inference,1,2060.0,45042.16450125237,69225.90170687408,11,12,10,10,2,2,0,19.0,0.0
3,Active Inference,1,2070.0,38129.963193223,80930.65356163347,5,17,4,10,1,2,2,0.0,32.0
3,Active Inference,1,2080.0,30330.04372696738,61362.97476036981,8,12,8,12,1,0,0,8.0,0.0
3,Active Inference,1,2090.0,23234.121647396936,88845.3322228688,6,18,6,17,0,0,2,0.0,25.0
3,Active Inference,1,2100.0,18218.399230056726,86465.05289358343,7,13,7,12,0,1,0,18.0,0.0
3,Active Inference,1,2110.0,45363.67047262014,85476.702533887,6,19,5,16,0,2,2,0.0,19.0
3,Active Inference,1,2120.0,99835.38988327212,57944.185265267355,12,11,9,10,2,1,2,8.0,0.0
3,Active Inference,1,2130.0,57754.54180138141,55014.97043960799,13,12,10,10,2,1,0,43.0,0.0
3,Active Inference,1,2140.0,10770.579843425508,103689.24994768399,4,17,3,13,0,3,2,0.0,28.0
3,Active Inference,1,2150.0,20637.222015107698,93882.94719655291,7,14,7,9,0,2,2,2.0,0.0
3,Active Inference,1,2160.0,37888.07464016061,111734.6220718155,10,11,9,9,0,1,0,34.0,0.0
3,Active Inference,1,2170.0,41629.84824691851,70792.47368566926,8,20,8,18,1,1,2,0.0,19.0
3,Active Inference,1,2180.0,64065.66376253318,66179.02980310927,11,13,10,12,1,1,2,17.0,0.0
3,Active Inference,1,2190.0,47537.76205110678,48929.862420216836,15,11,13,8,1,1,0,69.0,0.0
3,Active Inference,1,2200.0,29075.379724045455,45079.03952981514,7,15,7,14,0,1,0,0.0,12.0
3,Active Inference,1,2210.0,25023.69684293437,51945.25542634721,5,21,5,20,1,1,0,0.0,92.0
3,Active Inference,1,2220.0,32472.148551743572,77421.66415483285,6,27,5,25,1,1,2,0.0,229.0
3,Active Inference,1,2230.0,54169.85692025785,55326.97981264797,10,18,10,18,1,0,0,10.0,0.0
3,Active Inference,1,2240.0,32939.17265034833,71637.91114866943,7,24,7,23,0,0,2,0.0,60.0
3,Active Inference,1,2250.0,37943.84475111955,59518.85884795457,8,14,7,14,0,1,2,12.0,0.0
3,Active Inference,1,2260.0,43004.66024918477,38827.89268991944,13,13,10,10,0,1,2,62.0,0.0
3,Active Inference,1,2270.0,63724.02463695615,58933.10714059512,17,12,15,10,1,1,0,141.0,0.0
3,Active Inference,1,2280.0,58684.36146322025,56226.85049819753,9,16,9,12,1,1,0,0.0,13.0
3,Active Inference,1,2290.0,27449.400742397265,73070.55178547815,6,24,3,22,1,1,0,0.0,82.0
3,Active Inference,1,2300.0,14287.183090610266,117504.96194979321,4,31,4,26,0,2,2,0.0,232.0
3,Active Inference,1,2310.0,36681.00123592264,84352.43901680791,8,22,8,19,1,2,2,1.0,0.0
3,Active Inference,1,2320.0,56317.64772533585,43472.58587038703,14,13,13,7,2,2,2,33.0,0.0
3,Active Inference,1,2330.0,55357.40841742676,59439.439930855035,17,14,14,13,2,1,0,95.0,0.0
3,Active Inference,1,2340.0,48027.42469823235,44584.894811816725,10,19,7,18,1,1,2,0.0,32.0
3,Active Inference,1,2350.0,32936.95454777759,60477.44583193067,11,14,8,13,1,1,0,30.0,0.0
3,Active Inference,1,2360.0,9493.819493376242,63475.16970398436,5,20,5,18,0,1,2,0.0,30.0
3,Active Inference,1,2370.0,30808.47263510292,50308.5508319876,9,14,9,14,0,0,2,11.0,0.0
3,Active Inference,1,2380.0,76006.86403751696,42823.65544433091,14,12,13,11,1,0,2,57.0,0.0
3,Active Inference,1,2390.0,73312.97370191292,41735.93481734018,18,11,16,10,1,0,0,136.0,0.0
3,Active Inference,1,2400.0,51268.71164103066,80240.1134989185,9,19,9,19,1,1,0,0.0,20.0
3,Active Inference,1,2410.0,14486.969678012058,111447.71319736486,7,28,6,23,1,2,2,0.0,102.0
3,Active Inference,1,2420.0,44939.1505608124,87188.15132910023,10,19,7,12,1,2,2,15.0,0.0
3,Active Inference,1,2430.0,68138.96306488424,101696.21527748776,14,15,14,13,1,1,0,68.0,0.0
3,Active Inference,1,2440.0,49160.143542679056,79532.99488042829,9,21,7,18,0,1,2,0.0,28.0
3,Active Inference,1,2450.0,40762.90293289875,83305.17336176289,12,16,9,10,0,1,0,27.0,0.0
3,Active Inference,1,2460.0,16176.016646106873,97741.4275632227,6,20,5,16,0,1,2,0.0,42.0
3,Active Inference,1,2470.0,42674.98079476147,43765.266305993966,9,13,7,13,1,0,2,8.0,0.0
3,Active Inference,1,2480.0,65063.81549690383,32985.56676135618,14,9,11,9,2,0,2,47.0,0.0
3,Active Inference,1,2490.0,104646.8807779979,61481.9164650991,18,11,11,11,2,1,0,123.0,0.0
3,Active Inference,1,2500.0,90333.80766737585,119655.78890176455,12,18,10,13,2,1,0,0.0,12.0
3,Active Inference,1,2510.0,62369.999746698115,107440.0889465191,8,24,7,13,1,3,2,0.0,84.0
3,Active Inference,1,2520.0,51990.760192177004,143166.15409639047,12,18,11,10,1,3,0,17.0,0.0
3,Active Inference,1,2530.0,68179.09641635715,106795.07456261771,8,24,8,16,2,3,2,0.0,41.0
3,Active Inference,1,2540.0,68195.89867516414,113485.36350253235,11,16,11,7,2,3,0,10.0,0.0
3,Active Inference,1,2550.0,54297.945648977606,120510.86581922625,6,22,4,18,2,5,2,0.0,51.0
3,Active Inference,1,2560.0,60347.84256183135,114646.50029736079,10,18,6,14,3,5,0,25.0,0.0
3,Active Inference,1,2570.0,35600.97434478435,99021.94158365192,7,22,6,12,2,5,2,0.0,45.0
3,Active Inference,1,2580.0,52190.57503263091,84955.54224783792,10,16,9,12,2,3,0,19.0,0.0
3,Active Inference,1,2590.0,26389.992674032917,55743.02632134744,6,18,5,15,1,3,2,0.0,38.0
3,Active Inference,1,2600.0,51158.204509672796,38284.637540973476,9,10,5,10,2,1,0,23.0,0.0
3,Active Inference,1,2610.0,55486.08454393475,54700.491674263314,5,15,5,15,2,1,0,0.0,28.0
3,Active Inference,1,2620.0,43450.37638289873,75929.86581217428,7,19,6,16,2,2,2,0.0,89.0
3,Active Inference,1,2630.0,35017.82237387622,106775.91117289767,8,12,8,12,2,3,0,18.0,0.0
3,Active Inference,1,2640.0,26018.158667257267,69914.44615250477,4,15,3,15,0,3,2,0.0,19.0
3,Active Inference,1,2650.0,42920.86608059506,69633.35922185527,6,9,4,5,0,2,0,0.0,0.0
